V1,V2,weight,V4
ORN,ALA,1.446,ci-in
UNK,ALC,1.4778,nonspecific
DAB,ALC,1.5558,nonspecific
ORN,ALC,1.5276,nonspecific
KCX,ALC,1.4538,nonspecific
ALY,ALC,1.4058,nonspecific
KCX,ALY,2.3754,co-in
NMM,ALY,1.7358,co-in
ORN,ALY,1.7394,co-in
DAB,ALY,1.6944,co-in
MSE,ALY,1.4142,co-in
UNK,ALY,1.4694,co-in
AME,ALY,1.4664,co-in
T2A,AM0,1.5972,ci-in
SAV,AM0,1.4004,ci-in
KIM,AM0,1.4262,ci-in
AM6,AM5,2.436,ci-out
FPX,AM5,1.5492,ci-out
IHZ,AM5,1.5096,ci-out
G17,AM5,1.4166,ci-out
G6I,AM5,1.4046,ci-out
T95,AM5,1.4196,ci-out
MUH,AM5,1.38,ci-out
NIL,AM5,1.4814,ci-out
NHJ,AM5,1.4376,ci-out
STI,AM5,1.5456,ci-out
QC0,AM5,1.3794,ci-out
BJG,AM5,1.4502,ci-out
C92,AM5,1.4082,ci-out
MPZ,AM5,1.5018,ci-out
G6G,AM5,1.4058,ci-out
W2K,AM5,1.4262,ci-out
MR9,AM5,1.4106,ci-out
XY3,AM5,1.4124,ci-out
RAJ,AM5,1.4004,ci-out
T95,AM6,1.4316,ci-out
P48,AM6,1.4184,ci-out
BJG,AM6,1.4814,ci-out
FPX,AM6,1.4154,ci-out
AM9,AM6,1.3908,ci-out
STI,AM6,1.4802,ci-out
MPZ,AM6,1.407,ci-out
MT3,AM7,2.5596,nonspecific
MT4,AM7,1.9236,nonspecific
IRE,AM7,1.4916,nonspecific
FPW,AM7,1.476,nonspecific
AQZ,AM7,1.4574,nonspecific
T74,AM9,1.4838,ci-in
P48,AM9,1.5846,ci-in
XR1,AM9,1.602,ci-in
T95,AM9,1.3884,ci-in
ZTX,AM9,1.452,ci-in
BJG,AM9,1.5072,ci-in
MH4,AM9,1.5402,ci-in
IXH,AM9,1.5768,ci-in
LQQ,AM9,1.503,ci-in
FPX,AM9,1.3932,ci-in
QC0,AM9,1.5702,ci-in
NQB,AM9,1.539,ci-in
AU5,AM9,1.4334,ci-in
G9B,AM9,1.3974,ci-in
R4L,AM9,1.4292,ci-in
LW4,AM9,1.3878,ci-in
CXM,AME,2.2716,ci-in
ATP,AMP,2.7042,ci-in
AN2,AMP,2.6454,ci-in
M33,AMP,2.6118,ci-in
ANK,AMP,2.5206,ci-in
ANP,AMP,2.5206,ci-in
GDP,AMP,2.1984,ci-in
NBS,AMP,2.2674,ci-in
GTP,AMP,2.1756,ci-in
GNP,AMP,2.0568,ci-in
SGV,AMP,1.7718,ci-in
GUB,AMP,1.9458,ci-in
ARX,AMP,1.7952,ci-in
RFZ,AMP,1.5222,ci-in
ATP,AN2,2.7564,ci-in
M33,AN2,2.7084,ci-in
ANK,AN2,2.6952,ci-in
ANP,AN2,2.6952,ci-in
GDP,AN2,2.2668,ci-in
NBS,AN2,2.34,ci-in
GTP,AN2,2.2428,ci-in
GNP,AN2,2.217,ci-in
SGV,AN2,1.719,ci-in
GUB,AN2,1.8654,ci-in
ARX,AN2,1.7676,ci-in
RFZ,AN2,1.47,ci-in
ANP,ANK,3,co-in
ATP,ANK,2.6262,co-in
M33,ANK,2.5866,co-in
GNP,ANK,2.457,co-in
NBS,ANK,2.295,co-in
GDP,ANK,2.1948,co-in
GTP,ANK,2.1744,co-in
GUB,ANK,1.8372,co-in
SGV,ANK,1.68,co-in
ARX,ANK,1.7454,co-in
RFZ,ANK,1.4286,co-in
ATP,ANP,2.6262,ci-in
M33,ANP,2.5866,ci-in
GNP,ANP,2.457,ci-in
NBS,ANP,2.295,ci-in
GDP,ANP,2.1948,ci-in
GTP,ANP,2.1744,ci-in
GUB,ANP,1.8372,ci-in
SGV,ANP,1.68,ci-in
ARX,ANP,1.7454,ci-in
RFZ,ANP,1.4286,ci-in
P01,AP9,2.6826,ci-in
PVB,AP9,2.397,ci-in
RRC,AP9,1.8894,ci-in
CK9,AP9,1.782,ci-in
RC8,AP9,1.7898,ci-in
SLQ,AP9,1.7898,ci-in
OLP,AP9,1.5246,ci-in
OLO,AP9,1.5,ci-in
I17,AP9,1.467,ci-in
E63,APJ,1.7106,ci-in
REB,APJ,1.9272,ci-in
CJ5,APJ,1.5924,ci-in
EBD,APJ,1.6662,ci-in
IHH,APJ,1.716,ci-in
GVD,APJ,1.4844,ci-in
IE6,AQ2,1.4646,ci-in
DTQ,AQ4,2.0502,nonspecific
MSQ,AQ4,1.9686,nonspecific
HPM,AQ4,1.6578,nonspecific
AQZ,AQ4,1.5486,nonspecific
XZN,AQ4,1.3884,nonspecific
AQM,AQB,2.643,ci-out
AQU,AQB,2.4222,ci-out
SS6,AQB,2.2632,ci-out
R48,AQB,2.244,ci-out
R49,AQB,2.0478,ci-out
L51,AQB,1.9464,ci-out
K9Y,AQB,1.7394,ci-out
YUN,AQB,1.3836,ci-out
SR2,AQB,1.4304,ci-out
KAO,AQB,1.6674,ci-out
R39,AQB,1.6494,ci-out
Z87,AQB,1.5204,ci-out
Z83,AQB,1.5294,ci-out
KJV,AQB,1.4034,ci-out
B96,AQB,1.6308,ci-out
YJA,AQB,1.3914,ci-out
P79,AQB,1.3866,ci-out
Z85,AQB,1.5234,ci-out
Z86,AQB,1.5054,ci-out
DG7,AQB,1.512,ci-out
YIW,AQB,1.524,ci-out
Z84,AQB,1.5144,ci-out
YIS,AQB,1.452,ci-out
AQU,AQM,2.364,ci-out
SS6,AQM,2.22,ci-out
R48,AQM,2.1924,ci-out
R49,AQM,2.0112,ci-out
L51,AQM,1.9068,ci-out
R39,AQM,1.746,ci-out
K9Y,AQM,1.7118,ci-out
B96,AQM,1.7226,ci-out
KAO,AQM,1.635,ci-out
Z87,AQM,1.5108,ci-out
Z83,AQM,1.5222,ci-out
P79,AQM,1.4556,ci-out
Z85,AQM,1.5168,ci-out
Z86,AQM,1.5006,ci-out
DG7,AQM,1.5078,ci-out
YIW,AQM,1.4982,ci-out
Z84,AQM,1.509,ci-out
G9B,AQM,1.4262,ci-out
YIS,AQM,1.4424,ci-out
P48,AQM,1.4034,ci-out
SS6,AQU,2.4948,ci-out
R48,AQU,2.472,ci-out
R49,AQU,2.3304,ci-out
L51,AQU,2.1828,ci-out
K9Y,AQU,1.9764,ci-out
KAO,AQU,1.944,ci-out
BMU,AQU,1.4916,ci-out
R39,AQU,1.704,ci-out
Z87,AQU,1.7574,ci-out
N58,AQU,1.4928,ci-out
N61,AQU,1.4658,ci-out
B96,AQU,1.6998,ci-out
Z83,AQU,1.6416,ci-out
Z85,AQU,1.5792,ci-out
Z86,AQU,1.5264,ci-out
YIW,AQU,1.6122,ci-out
DG7,AQU,1.5474,ci-out
Z84,AQU,1.5522,ci-out
PD5,AQU,1.407,ci-out
Q7M,AQU,1.4076,ci-out
N4D,AQU,1.4172,ci-out
YIS,AQU,1.4208,ci-out
P38,AQZ,1.7844,ci-out
KQ7,AQZ,1.7274,ci-out
HPM,AQZ,1.8246,ci-out
GK6,AQZ,1.56,ci-out
G6G,AQZ,1.5732,ci-out
P39,AQZ,1.6296,ci-out
G6H,AQZ,1.449,ci-out
G6I,AQZ,1.3884,ci-out
DTQ,AQZ,1.4634,ci-out
B96,AQZ,1.4088,ci-out
MSQ,AQZ,1.3902,ci-out
F46,AQZ,1.3974,ci-out
MR9,AQZ,1.3992,ci-out
BI9,AQZ,1.4286,ci-out
QC0,AQZ,1.3806,ci-out
XZN,AQZ,1.3914,ci-out
DB8,AQZ,1.3998,ci-out
H8H,AQZ,1.4934,ci-out
L3G,AQZ,1.4646,ci-out
UNX,ARS,1.5,omega
ATP,ARX,1.7688,ci-in
M33,ARX,1.7442,ci-in
GUB,ARX,1.7628,ci-in
SGV,ARX,1.581,ci-in
NBS,ARX,1.6656,ci-in
GNP,ARX,1.5432,ci-in
GDP,ARX,1.5708,ci-in
GTP,ARX,1.56,ci-in
IPV,AS6,2.6964,ci-in
XYW,AS6,1.4742,ci-in
GW8,AS6,1.434,ci-in
CG9,ASH,1.953,ci-in
O19,ASH,1.3962,ci-in
ZYU,ASH,1.3812,ci-in
M33,ATP,2.7222,ci-in
GTP,ATP,2.4156,ci-in
GDP,ATP,2.376,ci-in
NBS,ATP,2.4354,ci-in
GNP,ATP,2.166,ci-in
SGV,ATP,1.7232,ci-in
GUB,ATP,1.8762,ci-in
RFZ,ATP,1.4754,ci-in
DYK,AU5,1.7202,ci-in
R78,AU5,1.5936,ci-in
R4L,AU5,1.6266,ci-in
JBI,AU5,1.6242,ci-in
VG8,AU5,1.467,ci-in
LQQ,AU5,1.512,ci-in
IBI,AU5,1.413,ci-in
WCX,AU5,1.3818,ci-in
WGZ,AU5,1.3782,ci-in
L1G,AU5,1.473,ci-in
SVE,AU5,1.4232,ci-in
L2G,AU5,1.4214,ci-in
L3G,AU5,1.4226,ci-in
UNX,AU,1.3998,nonspecific
AUG,AUE,2.436,ci-in
LEV,AV9,1.7022,ci-out
DF6,AV9,1.5468,ci-out
FPU,AV9,1.5222,ci-out
FPW,AV9,1.4238,ci-out
AWJ,AWF,2.2656,ci-in
OFG,AWF,2.1054,ci-in
GWH,AWF,1.6092,ci-in
YPW,AWF,1.3884,ci-in
VGH,AWF,1.4244,ci-in
GWH,AWJ,1.869,ci-in
OFG,AWJ,1.683,ci-in
VGH,AWJ,1.3866,ci-in
HRM,AWR,1.5006,ci-in
OCE,AZ1,3,nonspecific
MYR,AZ1,2.4222,nonspecific
V4Z,AZ5,1.8978,ci-in
LMM,AZ5,1.389,ci-in
DFS,B0R,2.1576,co-in
TV4,B0R,2.0196,co-in
RI8,B0R,1.599,co-in
RI9,B0R,1.4142,co-in
T1Q,B0R,1.4946,co-in
BR2,B0R,1.4538,co-in
B96,B10,1.485,ci-out
MUH,B1E,1.4112,ci-out
FPX,B1E,1.5156,ci-out
G6I,B1E,1.4142,ci-out
QC0,B1E,1.419,ci-out
G6H,B1E,1.3974,ci-out
BD2,B1L,2.5044,ci-in
BA1,B1L,2.1456,ci-in
I01,B1L,1.9242,ci-in
B8L,B1L,1.938,ci-in
I05,B1L,1.6782,ci-in
I04,B1L,1.4232,ci-in
R69,B1L,1.395,ci-in
R94,B1L,1.3914,ci-in
L5G,B2D,1.95,co-in
LKG,B2D,1.581,co-in
W9Z,B2D,1.3908,co-in
DAL,B3L,1.4016,nonspecific
VSF,B43,2.604,co-in
VSG,B43,2.5692,co-in
VSB,B43,2.4732,co-in
VSE,B43,2.4732,co-in
VSA,B43,2.2986,co-in
VS0,B43,2.2398,co-in
VRZ,B43,2.1168,co-in
KS4,B43,1.5192,co-in
S03,B43,1.5324,co-in
KS1,B43,1.5078,co-in
BK6,B43,1.4076,co-in
BK7,B43,1.3944,co-in
BK4,B43,1.3968,co-in
UWB,B43,1.3872,co-in
V68,B43,1.3806,co-in
DQO,B45,2.0238,ci-in
J60,B49,2.6436,nonspecific
SU6,B49,1.7292,nonspecific
PFY,B49,1.7286,nonspecific
X2K,B49,1.608,nonspecific
X2M,B49,1.5972,nonspecific
SU1,B49,1.569,nonspecific
K88,B49,1.4208,nonspecific
LWH,B4W,2.3742,ci-in
Q17,B4W,2.1384,ci-in
IRG,B4W,1.7268,ci-in
XBJ,B4W,1.6824,ci-in
BK3,B5A,1.9932,nonspecific
BK6,B5A,1.7766,nonspecific
C88,B5A,1.7172,nonspecific
BK7,B5A,1.755,nonspecific
UWB,B5A,1.7358,nonspecific
V68,B5A,1.4934,nonspecific
KS1,B5A,1.4094,nonspecific
BD2,B8L,2.1834,ci-in
I01,B8L,2.031,ci-in
BA1,B8L,1.9578,ci-in
R69,B8L,1.5642,ci-in
I05,B8L,1.8642,ci-in
R94,B8L,1.5012,ci-in
R55,B8L,1.4976,ci-in
I04,B8L,1.5966,ci-in
R96,B8L,1.4814,ci-in
I08,B8L,1.5396,ci-in
R68,B8L,1.4616,ci-in
B91,B90,1.4424,ci-in
HET,B90,1.479,ci-in
NIL,B91,1.7436,ci-out
IFC,B91,1.5414,ci-out
G17,B91,1.4016,ci-out
FPX,B91,1.3836,ci-out
R39,B96,2.5128,ci-out
Z87,B96,1.7556,ci-out
Z85,B96,1.7964,ci-out
KAO,B96,1.8222,ci-out
L51,B96,1.8084,ci-out
R48,B96,1.7412,ci-out
Z84,B96,1.7538,ci-out
DG7,B96,1.743,ci-out
K9Y,B96,1.7106,ci-out
Z83,B96,1.677,ci-out
R49,B96,1.7562,ci-out
Z86,B96,1.692,ci-out
SS6,B96,1.6632,ci-out
YIW,B96,1.5246,ci-out
P79,B96,1.4754,ci-out
P30,B96,1.4862,ci-out
N61,B96,1.3908,ci-out
YIS,B96,1.4934,ci-out
L3G,B96,1.3782,ci-out
B98,B97,1.6998,co-in
L20,B99,2.124,ci-in
IE8,B99,1.656,ci-in
SS3,B99,1.7448,ci-in
SS4,B99,1.6584,ci-in
SS5,B99,1.6104,ci-in
BD2,BA1,2.3898,ci-in
I01,BA1,1.9374,ci-in
I05,BA1,1.7736,ci-in
I04,BA1,1.5402,ci-in
R69,BA1,1.4988,ci-in
R94,BA1,1.5,ci-in
R68,BA1,1.452,ci-in
I08,BA1,1.488,ci-in
R55,BA1,1.4328,ci-in
R96,BA1,1.4178,ci-in
UNX,BA,1.3998,ci-in
KIN,BAX,1.7922,ci-out
LQ5,BAX,1.44,ci-out
SR8,BAX,1.4538,ci-out
GIG,BAX,1.452,ci-out
MEK,BBM,2.0556,co-in
V04,BBM,1.7094,co-in
LSG,BBM,1.5378,co-in
M3K,BBM,1.6236,co-in
MRA,BBM,1.8936,co-in
YQY,BBM,1.5792,co-in
EUI,BBM,1.407,co-in
GLC,BCD,1.986,nonspecific
BOG,BCD,1.8282,nonspecific
HSJ,BCD,1.8282,nonspecific
I01,BD2,2.079,ci-in
R69,BD2,1.6302,ci-in
R94,BD2,1.6212,ci-in
I05,BD2,1.8708,ci-in
R55,BD2,1.5396,ci-in
I04,BD2,1.5792,ci-in
R96,BD2,1.5198,ci-in
I08,BD2,1.5144,ci-in
R68,BD2,1.44,ci-in
BI8,BD4,1.4628,ci-in
BI3,BD4,1.4142,ci-in
UCM,BD4,1.5318,ci-in
IM6,BH9,1.9548,ci-in
BI3,BI1,2.5722,ci-in
BI2,BI1,2.4378,ci-in
BI4,BI1,2.4378,ci-in
BI8,BI1,2.3604,ci-in
DRN,BI1,2.1774,ci-in
PDS,BI1,2.1708,ci-in
LW4,BI1,1.7706,ci-in
LY4,BI1,2.0304,ci-in
PJC,BI1,1.5948,ci-in
DFN,BI1,1.6386,ci-in
BI4,BI2,3,ci-in
BI3,BI2,2.3526,ci-in
BI8,BI2,2.1804,ci-in
LW4,BI2,1.8234,ci-in
DRN,BI2,2.025,ci-in
LY4,BI2,1.9872,ci-in
PJC,BI2,1.6488,ci-in
PDS,BI2,1.881,ci-in
DFN,BI2,1.6026,ci-in
BI8,BI3,2.6412,ci-in
BI4,BI3,2.3526,ci-in
DRN,BI3,2.2404,ci-in
LW4,BI3,1.716,ci-in
PJC,BI3,1.6188,ci-in
LY4,BI3,1.8738,ci-in
PDS,BI3,1.8702,ci-in
DFN,BI3,1.671,ci-in
BI8,BI4,2.1804,ci-in
LW4,BI4,1.8234,ci-in
DRN,BI4,2.025,ci-in
LY4,BI4,1.9872,ci-in
PJC,BI4,1.6488,ci-in
PDS,BI4,1.881,ci-in
DFN,BI4,1.6026,ci-in
RQQ,BI5,1.566,ci-in
DRN,BI8,2.4786,ci-in
LY4,BI8,1.9668,ci-in
DFN,BI8,1.8102,ci-in
PDS,BI8,1.89,ci-in
LW4,BI8,1.569,ci-in
PJC,BI8,1.4406,ci-in
KGW,BI9,2.4114,omega
GUI,BI9,1.7724,omega
CQ8,BI9,1.5906,omega
VG8,BI9,1.887,omega
CQ3,BI9,1.5012,omega
GS3,BI9,1.7706,omega
